price,location,rooms,rating,detail_ratings,place_offers
€ 57 ,"Thessaloniki, Greece",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.87 ·,"['Cleanliness4.8', 'Accuracy4.9', 'Communication4.8', 'Location4.9', 'Check-in4.8', 'Value4.9']","['Hair dryer', 'Shampoo', 'Hot water', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Ethernet connection', 'TV', 'Pack ’n play/Travel crib', 'High chair', 'Babysitter recommendations', 'Air conditioning', 'Heating', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Patio or balcony', 'Elevator', 'Paid parking off premises', 'Pets allowed', 'Long term stays allowed', 'Host greets you', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 29 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.85 ·,"['Cleanliness4.9', 'Accuracy4.8', 'Communication4.9', 'Location4.9', 'Check-in5.0', 'Value4.7']","['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'HDTV with standard cable', 'AC - split type ductless system', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Refrigerator', 'Dishes and silverware', 'Coffee maker', 'Waterfront', 'Beach access', 'Elevator', 'Paid parking off premises', 'Pets allowed', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Keypad', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: KitchenKitchen', 'Unavailable: WasherWasher', 'Unavailable: Private entrancePrivate entrance']"
€ 136 ,"Thessaloniki, Greece",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,4.76 ·,"['Cleanliness4.8', 'Accuracy4.9', 'Communication4.9', 'Location4.7', 'Check-in4.9', 'Value4.7']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Mosquito net', 'TV', 'Crib', 'Air conditioning', 'Wifi', 'Dedicated workspace', 'Dishes and silverware', 'Oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Dining table', 'Private patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Elevator', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: KitchenKitchen', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance', 'Unavailable: HeatingHeating']"
€ 62 ,"Thessaloniki, Greece",3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,4.70 ·,[],"['Hair dryer', 'Shampoo', 'Hot water', 'Essentials', 'Hangers', 'TV', 'Air conditioning', 'Heating', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Elevator', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 44 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,,[],"['TV', 'Wifi', 'Kitchen', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Air conditioningAir conditioning', 'Unavailable: Hair dryerHair dryer', 'Unavailable: EssentialsEssentials', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: ShampooShampoo', 'Unavailable: Private entrancePrivate entrance', 'Unavailable: HeatingHeating']"
€ 110 ,"Thessaloniki, Greece",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,4.95 ·,"['Cleanliness5.0', 'Accuracy5.0', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value4.9']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: wardrobe', '55"" HDTV with Netflix', 'Books and reading material', 'Babysitter recommendations', 'AC - split type ductless system', 'Heating', 'Fast wifi – 98 Mbps', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dishwasher', 'Electrolux stainless steel induction stove', 'Stainless steel oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Dining table', 'Coffee', 'Laundromat nearby', 'Private patio or balcony', 'Elevator', 'Paid parking garage off premises', 'Long term stays allowed', 'Self check-in', 'Keypad', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 60 ,"Thessaloniki, Greece",5 guests ·  · Studio ·  · 4 beds ·  · 1.5 baths,4.86 ·,"['Cleanliness4.8', 'Accuracy4.9', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage', 'TV', 'Crib - available upon request', 'Pack ’n play/Travel crib - available upon request', 'Air conditioning', 'Ceiling fan', 'Heating', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Baking sheet', 'Dining table', 'Coffee', 'Paid parking off premises', 'Pets allowed', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 51 ,"Thessaloniki, Greece",3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,4.83 ·,"['Cleanliness4.7', 'Accuracy4.8', 'Communication4.9', 'Location4.9', 'Check-in4.9', 'Value4.8']","['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'TV', 'Children’s dinnerware', 'Air conditioning', 'Heating', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Stove', 'Oven', 'Coffee maker', 'Baking sheet', 'Private patio or balcony', 'Outdoor dining area', 'Elevator', 'Paid parking off premises', 'Smoking allowed', 'Long term stays allowed', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 55 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.94 ·,"['Cleanliness4.8', 'Accuracy4.9', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'TV with standard cable', 'Window guards', 'Outlet covers', 'Baby safety gates', 'Table corner guards', 'Air conditioning', 'Heating', 'First aid kit', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Stove', 'Oven', 'Coffee maker', 'Baking sheet', 'Barbecue utensils', 'Patio or balcony', 'Elevator', 'Paid parking off premises', 'Long term stays allowed', 'Self check-in', 'Smart lock', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 100 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.93 ·,"['Cleanliness4.9', 'Accuracy5.0', 'Communication4.9', 'Location4.9', 'Check-in4.9', 'Value4.9']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Clothing storage', 'Ethernet connection', 'TV', 'Pack ’n play/Travel crib', 'High chair', 'Fireplace guards', 'Babysitter recommendations', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker: Keurig coffee machine, Nespresso, pour-over coffee', 'Wine glasses', 'Baking sheet', 'Dining table', 'Private entrance', 'Patio or balcony', 'Outdoor furniture', 'Paid parking off premises', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Building staff', 'Unavailable: Security cameras on propertySecurity cameras on property']"
,"Thessaloniki, Greece",4 guests ·  · 2 bedrooms ·  · 5 beds ·  · 2 baths,4.76 ·,"['Cleanliness4.7', 'Accuracy4.8', 'Communication4.7', 'Location5.0', 'Check-in4.8', 'Value4.8']","['City skyline view', 'Park view', 'Sea view', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', '42"" TV with Netflix, standard cable', 'Pack ’n play/Travel crib - available upon request', 'Window AC unit', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Dishwasher', 'Stainless steel electric stove', 'Oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Dining table', 'Coffee', 'Private patio or balcony', 'Outdoor furniture', 'Elevator', 'Paid parking off premises', 'Single level home', 'Pets allowed', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance', 'Unavailable: HeatingHeating']"
,"Thessaloniki, Greece",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,5.0 ·,"['Cleanliness5.0', 'Accuracy5.0', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value5.0']","['Beach view', 'City skyline view', 'Harbor view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet, wardrobe, and dresser', 'TV', 'Books and reading material', 'Air conditioning', 'Portable fans', 'Heating', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Dishwasher', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker: espresso machine', 'Wine glasses', 'Toaster', 'Baking sheet', 'Dining table', 'Private patio or balcony', 'Outdoor furniture', 'Hammock', 'Elevator', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
,"Thessaloniki, Greece",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,4.80 ·,[],"['Hair dryer', 'Cleaning products', 'Satinique, amway shampoo', 'G&H, amway body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', '50"" HDTV with premium cable', 'Books and reading material', 'Crib', 'Pack ’n play/Travel crib', 'Children’s books and toys for ages 2-5 years old', 'Board games', 'AC - split type ductless system', 'Central heating', 'Fire extinguisher', 'First aid kit', 'Wifi – 47 Mbps', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Hot water kettle', 'Coffee maker: drip coffee maker, espresso machine', 'Wine glasses', 'Dining table', 'Coffee', 'Beach access – Beachfront', 'Private patio or balcony', 'Outdoor dining area', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Host greets you', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 91 ,"Thessaloniki, Greece",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.95 ·,[],"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Iron', '32"" HDTV', 'Window AC unit', 'Heating', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Stove', 'Oven', 'Coffee maker', 'Private patio or balcony', 'Outdoor furniture', 'Private hot tub', 'Elevator', 'Smoking allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 52 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.90 ·,"['Cleanliness4.8', 'Accuracy4.9', 'Communication4.9', 'Location5.0', 'Check-in4.9', 'Value4.8']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Washer', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Clothing storage: wardrobe', '42"" HDTV', 'Central air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker: espresso machine', 'Wine glasses', 'Baking sheet', 'Patio or balcony', 'Elevator', 'Paid parking off premises', 'Smoking allowed', 'Long term stays allowed', 'Host greets you', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.91 ·,"['Cleanliness4.9', 'Accuracy5.0', 'Communication5.0', 'Location4.7', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In building', 'Free dryer – In building', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'TV', 'Crib - available upon request', 'Baby bath - available upon request', 'Table corner guards', 'Air conditioning', 'Central heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Hot water kettle', 'Coffee maker: Nespresso', 'Dining table', 'Coffee', 'Private entrance', 'Laundromat nearby', 'Free street parking', 'Elevator', 'Paid parking lot off premises', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning available during stay', 'Host greets you', 'Unavailable: Security cameras on propertySecurity cameras on property']"
€ 63 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.81 ·,"['Cleanliness4.9', 'Accuracy4.9', 'Communication4.9', 'Location4.8', 'Check-in4.9', 'Value4.6']","['City skyline view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Iron', 'Drying rack for clothing', 'TV with Netflix', 'Central air conditioning', 'Heating', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker: drip coffee maker', 'Wine glasses', 'Baking sheet', 'Coffee', 'Private patio or balcony', 'Elevator', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.96 ·,[],"['City skyline view', 'Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Dryer –\xa0In unit', 'Essentials', 'Hangers', 'Bed linens', 'Iron', '43"" TV with standard cable', 'Crib', 'Pack ’n play/Travel crib', 'High chair', 'Baby bath', 'Children’s dinnerware', 'Window AC unit', 'Heating', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Stove', 'Oven', 'Coffee maker', 'Laundromat nearby', 'Private patio or balcony', 'Paid parking garage off premises', 'Luggage dropoff allowed', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 61 ,"Thessaloniki, Greece",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.87 ·,"['Cleanliness4.8', 'Accuracy4.8', 'Communication4.9', 'Location4.6', 'Check-in5.0', 'Value4.6']","['Hair dryer', 'Shampoo', 'Hot water', 'Essentials', 'Hangers', 'Bed linens', 'Iron', 'Ethernet connection', 'TV with standard cable', 'Air conditioning', 'Heating', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Private entrance', 'Free street parking', 'Hot tub', 'Elevator', 'Paid parking off premises', 'Self check-in', 'Lockbox', 'Unavailable: WasherWasher', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm']"
€ 71 ,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,4.93 ·,[],"['Bay view', 'Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'Clothing storage', 'Ethernet connection', 'TV with standard cable', 'Air conditioning', 'Heating', 'Security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Private entrance', 'Private patio or balcony', 'Outdoor furniture', 'Elevator', 'Paid parking off premises', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: WasherWasher']"
€ 55 ,"Thessaloniki, Greece",3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,4.78 ·,"['Cleanliness4.8', 'Accuracy4.8', 'Communication5.0', 'Location4.8', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Clothing storage', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Stove', 'Hot water kettle', 'Baking sheet', 'Dining table', 'Elevator', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 51 ,"Thessaloniki, Greece",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4.91 ·,"['Cleanliness5.0', 'Accuracy4.8', 'Communication5.0', 'Location5.0', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Mosquito net', 'Clothing storage: wardrobe', 'Ethernet connection', '43"" HDTV', 'Books and reading material', 'Air conditioning', 'Portable fans', 'Central heating', 'Wifi', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker: drip coffee maker', 'Wine glasses', 'Toaster', 'Baking sheet', 'Coffee', 'Private patio or balcony', 'Elevator', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 55 ,"Thessaloniki, Greece",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.91 ·,"['Cleanliness5.0', 'Accuracy5.0', 'Communication5.0', 'Location4.5', 'Check-in5.0', 'Value4.7']","['Harbor view', 'Ocean view', 'Beach view', 'Sea view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Mosquito net', 'Clothing storage: closet and dresser', 'Ethernet connection', '55"" HDTV with Netflix, Chromecast', 'Outlet covers', 'AC - split type ductless system', 'Heating - split type ductless system', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 98 Mbps', 'Dedicated workspace', 'Kitchen', 'Electrolux refrigerator', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Heinner electric stove', 'Heinner oven', 'Coffee maker: espresso machine', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Beach access', 'Laundromat nearby', 'Elevator', 'Paid parking lot off premises', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Smart lock', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,4.89 ·,"['Cleanliness5.0', 'Accuracy4.9', 'Communication4.9', 'Location4.9', 'Check-in5.0', 'Value4.8']","['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Iron', 'Clothing storage', 'TV', 'Air conditioning', 'Heating - split type ductless system', 'Security cameras on property', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Stove', 'Hot water kettle', 'Coffee maker: Nespresso', 'Baking sheet', 'Elevator', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Unavailable: WasherWasher', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: Private entrancePrivate entrance']"
€ 80 ,"Thessaloniki, Greece",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1.5 baths,4.83 ·,"['Cleanliness4.8', 'Accuracy4.8', 'Communication4.9', 'Location4.9', 'Check-in4.9', 'Value4.8']","['City skyline view', 'Bay view', 'Park view', 'Harbor view', 'Sea view', 'Ocean view', 'Bathtub', 'Hair dryer', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Iron', 'HDTV with standard cable', 'Books and reading material', 'Central air conditioning', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Oven', 'Coffee maker', 'Wine glasses', 'Dining table', 'Private patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Free street parking', 'Elevator', 'Single level home', 'Smoking allowed', 'Long term stays allowed', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: ShampooShampoo', 'Unavailable: Private entrancePrivate entrance', 'Unavailable: HeatingHeating']"
,"Thessaloniki, Greece",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,,[],"['Hair dryer', 'Cleaning products', 'Body soap', 'Hot water', 'Essentials', 'Hangers', 'Bed linens', 'Clothing storage: wardrobe', 'TV', 'Exercise equipment', 'Books and reading material', 'Central heating', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Induction stove', 'Coffee maker: drip coffee maker', 'Toaster', 'Dining table', 'Coffee', 'Elevator', 'Private gym in building', 'Paid parking on premises', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning available during stay', 'Unavailable: Security cameras on propertySecurity cameras on property', 'Unavailable: WasherWasher', 'Unavailable: Air conditioningAir conditioning', 'Unavailable: Smoke alarmSmoke alarm', 'Unavailable: Carbon monoxide alarmCarbon monoxide alarm', 'Unavailable: ShampooShampoo', 'Unavailable: Private entrancePrivate entrance']"
